airport_icao;visibility;wind_speed;wind_direction;rvr;runway_designator_number;runway_designator_side;runway_ils_category;headwind;crosswind;ceiling;weather_phenomenon;ILS;RNAV;RNP;VISUAL
KATL;10.0;7;310;>6000 ;28;X;No ILS;6.1;3.5;-1.0;None;0;0;0;1
KSFO;10.0;3;200;>6000 ;28;L;CAT III;0.5;3.0;-1.0;None;1;0;0;0
KORD;9.0;10;20;>6000 ;9;L;CAT III;3.4;9.4;4800.0;- RA;1;0;0;0
KORD;9.0;10;20;>6000 ;10;C;CAT III;1.7;9.8;4800.0;- RA;1;0;0;0
KORD;9.0;10;20;>6000 ;10;R;CAT III;1.7;9.8;4800.0;- RA;1;0;0;0
KJFK;10.0;13;320;>6000 ;22;L;CAT III;-2.3;12.8;-1.0;None;1;0;0;0
KJFK;10.0;13;320;>6000 ;22;R;CAT III;-2.3;12.8;-1.0;None;1;0;0;0
KLAX;1.0;0;0;5000▲;25;L;CAT III;0.0;0.0;100.0;FG;1;1;1;0
KIAD;10.0;4;190;>6000 ;1;R;CAT III;-4.0;0.0;-1.0;None;1;0;0;1
KATL;10.0;7;310;>6000 ;26;R;No ILS;4.5;5.4;-1.0;None;0;0;0;1
KATL;10.0;7;310;>6000 ;27;L;No ILS;5.4;4.5;-1.0;None;0;0;0;1
KATL;10.0;7;310;>6000 ;28;X;No ILS;6.1;3.5;-1.0;None;0;0;0;1
KJFK;10.0;16;330;>6000 ;31;R;CAT III;15.0;5.5;-1.0;None;1;0;0;1
KJFK;10.0;16;330;>6000 ;31;L;CAT III;15.0;5.5;-1.0;None;1;0;0;1
KATL;10.0;6;300;>6000 ;26;R;No ILS;4.6;3.9;-1.0;None;0;0;0;1
KATL;10.0;6;300;>6000 ;27;L;No ILS;5.2;3.0;-1.0;None;0;0;0;1
KATL;10.0;6;300;>6000 ;28;X;No ILS;5.6;2.1;-1.0;None;0;0;0;1
KORD;7.0;9;100;>6000 ;10;C;CAT III;9.0;0.0;5500.0;None;1;0;0;1
KORD;7.0;9;100;>6000 ;9;L;CAT III;8.9;1.6;5500.0;None;1;0;0;1
KORD;7.0;9;100;>6000 ;10;R;CAT III;9.0;0.0;5500.0;None;1;0;0;1
KIAD;10.0;5;-1;>6000 ;19;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KSFO;10.0;3;300;>6000 ;28;L;CAT III;2.8;1.0;-1.0;None;1;0;0;0
KIAD;10.0;0;0;>6000 ;19;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KSFO;10.0;3;190;>6000 ;28;L;CAT III;0.0;3.0;-1.0;None;1;0;0;0
KJFK;10.0;16;320;>6000 ;31;R;CAT III;15.8;2.8;-1.0;None;1;0;0;1
KJFK;10.0;16;320;>6000 ;31;L;CAT III;15.8;2.8;-1.0;None;1;0;0;1
KATL;10.0;3;290;>6000 ;26;R;No ILS;2.6;1.5;-1.0;None;0;0;0;1
KATL;10.0;3;290;>6000 ;27;L;No ILS;2.8;1.0;-1.0;None;0;0;0;1
KATL;10.0;3;290;>6000 ;28;X;No ILS;3.0;0.5;-1.0;None;0;0;0;1
KORD;10.0;8;90;>6000 ;9;L;CAT III;8.0;0.0;6000.0;None;1;0;0;0
KORD;10.0;8;90;>6000 ;10;C;CAT III;7.9;1.4;6000.0;None;1;0;0;0
KJFK;10.0;14;310;>6000 ;31;R;CAT III;14.0;0.0;-1.0;None;1;0;0;1
KJFK;10.0;14;310;>6000 ;31;L;CAT III;14.0;0.0;-1.0;None;1;0;0;1
KATL;10.0;4;340;>6000 ;26;R;No ILS;0.7;3.9;-1.0;None;0;0;0;1
KATL;10.0;4;340;>6000 ;28;X;No ILS;2.0;3.5;-1.0;None;0;0;0;1
KIAD;10.0;9;290;>6000 ;1;R;CAT III;1.6;8.9;-1.0;None;1;0;0;1
KIAD;10.0;9;290;>6000 ;1;C;CAT III;1.6;8.9;-1.0;None;1;0;0;1
KIAD;10.0;9;290;>6000 ;1;L;CAT III;1.6;8.9;-1.0;None;1;0;0;1
KORD;10.0;11;110;>6000 ;9;L;CAT III;10.3;3.8;6500.0;None;1;0;0;1
KJFK;10.0;14;290;>6000 ;31;R;CAT III;13.2;4.8;-1.0;None;1;0;0;1
KJFK;10.0;14;290;>6000 ;31;L;CAT III;13.2;4.8;-1.0;None;1;0;0;1
KIAD;10.0;7;250;>6000 ;1;C;CAT III;-3.5;6.1;25000.0;None;1;0;0;1
KATL;10.0;5;310;>6000 ;26;R;No ILS;3.2;3.8;-1.0;None;0;0;0;1
KATL;10.0;5;310;>6000 ;28;X;No ILS;4.3;2.5;-1.0;None;0;0;0;1
KORD;10.0;9;90;>6000 ;10;C;CAT III;8.9;1.6;6000.0;None;1;0;0;0
KORD;10.0;9;90;>6000 ;10;R;CAT III;8.9;1.6;6000.0;None;1;0;0;0
KORD;10.0;11;120;>6000 ;9;L;CAT III;9.5;5.5;25000.0;None;1;0;0;0
KORD;10.0;11;120;>6000 ;10;C;CAT III;10.3;3.8;25000.0;None;1;0;0;0
KORD;10.0;11;120;>6000 ;10;R;CAT III;10.3;3.8;25000.0;None;1;0;0;0
KJFK;10.0;14;270;>6000 ;31;R;CAT III;10.7;9.0;-1.0;None;1;0;0;1
KJFK;10.0;14;270;>6000 ;31;L;CAT III;10.7;9.0;-1.0;None;1;0;0;1
KIAD;10.0;5;250;>6000 ;19;C;CAT III;2.5;4.3;-1.0;None;1;0;0;1
KATL;10.0;7;290;>6000 ;26;R;No ILS;6.1;3.5;-1.0;None;0;0;0;1
KATL;10.0;7;290;>6000 ;27;L;No ILS;6.6;2.4;-1.0;None;0;0;0;1
KATL;10.0;7;290;>6000 ;28;X;No ILS;6.9;1.2;-1.0;None;0;0;0;1
KJFK;10.0;16;270;>6000 ;31;R;CAT III;12.3;10.3;25000.0;None;1;0;0;1
KJFK;10.0;16;270;>6000 ;31;L;CAT III;12.3;10.3;25000.0;None;1;0;0;1
KATL;10.0;4;-1;>6000 ;26;R;No ILS;0.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;4;-1;>6000 ;27;L;No ILS;0.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;4;-1;>6000 ;28;X;No ILS;0.0;0.0;-1.0;None;0;0;0;1
KIAD;10.0;5;-1;>6000 ;19;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;5;-1;>6000 ;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;5;-1;>6000 ;19;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KORD;10.0;7;100;>6000 ;9;L;CAT III;6.9;1.2;3100.0;None;1;0;0;0
KORD;10.0;7;100;>6000 ;10;C;CAT III;7.0;0.0;3100.0;None;1;0;0;0
KJFK;10.0;13;270;>6000 ;31;R;CAT III;10.0;8.4;-1.0;None;1;0;0;1
KJFK;10.0;13;270;>6000 ;31;L;CAT III;10.0;8.4;-1.0;None;1;0;0;1
KIAD;10.0;6;210;>6000 ;19;L;CAT III;5.6;2.1;25000.0;None;1;0;0;1
KIAD;10.0;6;210;>6000 ;19;C;CAT III;5.6;2.1;25000.0;None;1;0;0;1
KIAD;10.0;6;210;>6000 ;19;R;CAT III;5.6;2.1;25000.0;None;1;0;0;1
KATL;10.0;4;-1;>6000 ;26;R;No ILS;0.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;4;-1;>6000 ;27;L;No ILS;0.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;4;-1;>6000 ;28;X;No ILS;0.0;0.0;-1.0;None;0;0;0;1
KORD;10.0;6;70;>6000 ;9;L;CAT III;5.6;2.1;25000.0;None;1;0;0;0
KORD;10.0;6;70;>6000 ;10;C;CAT III;5.2;3.0;25000.0;None;1;0;0;0
KLAX;6.0;8;250;>6000 ;24;R;No ILS;7.9;1.4;-1.0;HZ;0;1;1;1
KJFK;10.0;9;290;>6000 ;31;R;CAT III;8.5;3.1;25000.0;None;1;0;0;1
KJFK;10.0;9;290;>6000 ;31;L;CAT III;8.5;3.1;25000.0;None;1;0;0;1
KATL;10.0;7;180;>6000 ;26;R;No ILS;1.2;6.9;-1.0;None;0;0;0;1
KATL;10.0;7;180;>6000 ;27;L;No ILS;0.0;7.0;-1.0;None;0;0;0;1
KATL;10.0;7;180;>6000 ;28;X;No ILS;-1.2;6.9;-1.0;None;0;0;0;1
KIAD;10.0;8;220;>6000 ;19;L;CAT III;6.9;4.0;25000.0;None;1;0;0;1
KIAD;10.0;8;220;>6000 ;19;C;CAT III;6.9;4.0;25000.0;None;1;0;0;1
KIAD;10.0;8;220;>6000 ;19;R;CAT III;6.9;4.0;25000.0;None;1;0;0;1
KORD;10.0;10;30;>6000 ;9;L;CAT III;5.0;8.7;16000.0;None;1;0;0;0
KORD;10.0;10;30;>6000 ;10;C;CAT III;3.4;9.4;16000.0;None;1;0;0;0
KJFK;10.0;11;280;>6000 ;22;L;CAT III;5.5;9.5;25000.0;None;1;0;0;0
KJFK;10.0;11;280;>6000 ;22;R;CAT III;5.5;9.5;25000.0;None;1;0;0;0
KATL;10.0;6;190;>6000 ;26;R;No ILS;2.1;5.6;-1.0;None;0;0;0;1
KATL;10.0;6;190;>6000 ;27;L;No ILS;1.0;5.9;-1.0;None;0;0;0;1
KATL;10.0;6;190;>6000 ;28;X;No ILS;0.0;6.0;-1.0;None;0;0;0;1
KLAX;6.0;9;250;>6000 ;24;R;No ILS;8.9;1.6;-1.0;HZ;0;1;1;1
KIAD;10.0;10;210;>6000 ;19;C;CAT III;9.4;3.4;20000.0;None;1;0;0;1
KORD;10.0;7;40;>6000 ;9;L;CAT III;4.5;5.4;25000.0;None;1;0;0;0
KORD;10.0;7;40;>6000 ;10;C;CAT III;3.5;6.1;25000.0;None;1;0;0;0
KORD;10.0;7;40;>6000 ;10;R;CAT III;3.5;6.1;25000.0;None;1;0;0;0
KIAD;10.0;6;170;>6000 ;19;L;CAT III;5.6;2.1;-1.0;None;1;0;0;1
KIAD;10.0;6;170;>6000 ;19;C;CAT III;5.6;2.1;-1.0;None;1;0;0;1
KIAD;10.0;6;170;>6000 ;19;R;CAT III;5.6;2.1;-1.0;None;1;0;0;1
KATL;10.0;4;210;>6000 ;26;R;No ILS;2.6;3.1;-1.0;None;0;0;0;1
KATL;10.0;4;210;>6000 ;27;L;No ILS;2.0;3.5;-1.0;None;0;0;0;1
KATL;10.0;4;210;>6000 ;28;X;No ILS;1.4;3.8;-1.0;None;0;0;0;1
KJFK;10.0;10;280;>6000 ;22;L;CAT III;5.0;8.7;25000.0;None;1;0;0;0
KJFK;10.0;10;280;>6000 ;22;R;CAT III;5.0;8.7;25000.0;None;1;0;0;0
KLAX;6.0;8;240;>6000 ;24;R;No ILS;8.0;0.0;-1.0;HZ;0;1;1;1
KORD;10.0;5;340;>6000 ;9;L;CAT III;-1.7;4.7;25000.0;None;1;0;0;0
KORD;10.0;5;340;>6000 ;10;C;CAT III;-2.5;4.3;25000.0;None;1;0;0;0
KORD;10.0;5;340;>6000 ;10;R;CAT III;-2.5;4.3;25000.0;None;1;0;0;0
KIAD;10.0;6;150;>6000 ;19;L;CAT III;4.6;3.9;-1.0;None;1;0;0;1
KIAD;10.0;6;150;>6000 ;19;C;CAT III;4.6;3.9;-1.0;None;1;0;0;1
KIAD;10.0;6;150;>6000 ;19;R;CAT III;4.6;3.9;-1.0;None;1;0;0;1
KLAX;7.0;7;240;>6000 ;24;R;No ILS;7.0;0.0;-1.0;None;0;1;1;1
KATL;10.0;3;220;>6000 ;26;R;No ILS;2.3;1.9;-1.0;None;0;0;0;1
KATL;10.0;3;220;>6000 ;27;L;No ILS;1.9;2.3;-1.0;None;0;0;0;1
KATL;10.0;3;220;>6000 ;28;X;No ILS;1.5;2.6;-1.0;None;0;0;0;1
KORD;10.0;5;320;>6000 ;9;L;CAT III;-3.2;3.8;4600.0;None;1;0;0;0
KORD;10.0;5;320;>6000 ;10;C;CAT III;-3.8;3.2;4600.0;None;1;0;0;0
KORD;10.0;5;320;>6000 ;10;R;CAT III;-3.8;3.2;4600.0;None;1;0;0;0
KJFK;10.0;7;280;>6000 ;22;L;CAT III;3.5;6.1;-1.0;None;1;0;0;0
KJFK;10.0;7;280;>6000 ;22;R;CAT III;3.5;6.1;-1.0;None;1;0;0;0
KIAD;10.0;9;160;>6000 ;19;L;CAT III;7.8;4.5;-1.0;None;1;0;0;1
KIAD;10.0;9;160;>6000 ;19;C;CAT III;7.8;4.5;-1.0;None;1;0;0;1
KIAD;10.0;9;160;>6000 ;19;R;CAT III;7.8;4.5;-1.0;None;1;0;0;1
KLAX;10.0;5;250;>6000 ;24;R;No ILS;4.9;0.9;-1.0;None;0;1;1;1
KATL;10.0;4;220;>6000 ;26;R;No ILS;3.1;2.6;-1.0;None;0;0;0;1
KATL;10.0;4;220;>6000 ;27;L;No ILS;2.6;3.1;-1.0;None;0;0;0;1
KATL;10.0;4;220;>6000 ;28;X;No ILS;2.0;3.5;-1.0;None;0;0;0;1
KJFK;10.0;6;-1;>6000 ;22;L;CAT III;0.0;0.0;25000.0;None;1;0;0;0
KJFK;10.0;6;-1;>6000 ;22;R;CAT III;0.0;0.0;25000.0;None;1;0;0;0
KORD;10.0;8;350;>6000 ;9;L;CAT III;-1.4;7.9;3600.0;None;1;0;0;0
KORD;10.0;8;350;>6000 ;10;C;CAT III;-2.7;7.5;3600.0;None;1;0;0;0
KJFK;10.0;5;150;>6000 ;22;L;CAT III;1.7;4.7;9000.0;None;1;0;0;0
KJFK;10.0;5;150;>6000 ;22;R;CAT III;1.7;4.7;9000.0;None;1;0;0;0
KATL;10.0;4;200;>6000 ;26;R;No ILS;2.0;3.5;-1.0;None;0;0;0;1
KATL;10.0;4;200;>6000 ;27;L;No ILS;1.4;3.8;-1.0;None;0;0;0;1
KATL;10.0;4;200;>6000 ;28;X;No ILS;0.7;3.9;-1.0;None;0;0;0;1
KORD;10.0;6;350;>6000 ;27;R;CAT III;1.0;5.9;3600.0;None;1;0;0;0
KORD;10.0;6;350;>6000 ;28;C;CAT III;2.1;5.6;3600.0;None;1;0;0;0
KIAD;10.0;7;160;>6000 ;19;L;CAT III;6.1;3.5;-1.0;None;1;0;0;1
KIAD;10.0;7;160;>6000 ;19;C;CAT III;6.1;3.5;-1.0;None;1;0;0;1
KIAD;10.0;7;160;>6000 ;19;R;CAT III;6.1;3.5;-1.0;None;1;0;0;1
KATL;10.0;6;220;>6000 ;26;R;No ILS;4.6;3.9;-1.0;None;0;0;0;1
KATL;10.0;6;220;>6000 ;27;L;No ILS;3.9;4.6;-1.0;None;0;0;0;1
KATL;10.0;6;220;>6000 ;28;X;No ILS;3.0;5.2;-1.0;None;0;0;0;1
KIAD;10.0;4;160;>6000 ;19;L;CAT III;3.5;2.0;25000.0;None;1;0;0;1
KIAD;10.0;4;160;>6000 ;19;C;CAT III;3.5;2.0;25000.0;None;1;0;0;1
KIAD;10.0;4;160;>6000 ;19;R;CAT III;3.5;2.0;25000.0;None;1;0;0;1
KJFK;10.0;0;0;>6000 ;22;L;CAT III;0.0;0.0;8500.0;None;1;0;0;0
KJFK;10.0;0;0;>6000 ;22;R;CAT III;0.0;0.0;8500.0;None;1;0;0;0
KORD;10.0;7;340;>6000 ;28;C;CAT III;3.5;6.1;3600.0;None;1;0;0;0
KIAD;10.0;4;80;>6000 ;19;L;CAT III;-1.4;3.8;24000.0;None;1;0;0;1
KIAD;10.0;4;80;>6000 ;19;C;CAT III;-1.4;3.8;24000.0;None;1;0;0;1
KIAD;10.0;4;80;>6000 ;19;R;CAT III;-1.4;3.8;24000.0;None;1;0;0;1
KJFK;10.0;4;230;>6000 ;22;L;No ILS;3.9;0.7;5500.0;- RA;0;1;0;0
KATL;10.0;5;210;>6000 ;26;R;No ILS;3.2;3.8;-1.0;None;0;0;0;1
KATL;10.0;5;210;>6000 ;27;L;No ILS;2.5;4.3;-1.0;None;0;0;0;1
KATL;10.0;5;210;>6000 ;28;X;No ILS;1.7;4.7;-1.0;None;0;0;0;1
KORD;10.0;9;330;>6000 ;28;C;CAT III;5.8;6.9;900.0;None;1;0;0;0
KATL;10.0;6;220;>6000 ;27;L;No ILS;3.9;4.6;-1.0;None;0;0;0;1
KATL;10.0;6;220;>6000 ;28;X;No ILS;3.0;5.2;-1.0;None;0;0;0;1
KORD;7.0;7;320;>6000 ;28;C;CAT III;5.4;4.5;800.0;None;1;0;0;0
KJFK;10.0;4;80;>6000 ;22;L;No ILS;-3.1;2.6;7000.0;None;0;1;0;0
KIAD;10.0;5;120;>6000 ;19;L;CAT III;1.7;4.7;18000.0;None;1;0;0;1
KIAD;10.0;5;120;>6000 ;19;C;CAT III;1.7;4.7;18000.0;None;1;0;0;1
KIAD;10.0;5;120;>6000 ;19;R;CAT III;1.7;4.7;18000.0;None;1;0;0;1
KJFK;10.0;5;70;>6000 ;22;L;No ILS;-4.3;2.5;11000.0;None;0;1;0;0
KORD;7.0;5;300;>6000 ;28;C;CAT III;4.7;1.7;700.0;None;1;0;0;0
KIAD;10.0;6;150;>6000 ;19;L;CAT III;4.6;3.9;18000.0;None;1;0;0;1
KIAD;10.0;6;150;>6000 ;19;C;CAT III;4.6;3.9;18000.0;None;1;0;0;1
KIAD;10.0;6;150;>6000 ;19;R;CAT III;4.6;3.9;18000.0;None;1;0;0;1
KATL;9.0;11;210;>6000 ;27;L;No ILS;5.5;9.5;-1.0;None;0;0;0;1
KATL;9.0;11;210;>6000 ;28;X;No ILS;3.8;10.3;-1.0;None;0;0;0;1
KIAD;10.0;6;160;>6000 ;19;L;CAT III;5.2;3.0;-1.0;None;1;0;0;1
KIAD;10.0;6;160;>6000 ;19;C;CAT III;5.2;3.0;-1.0;None;1;0;0;1
KIAD;10.0;6;160;>6000 ;19;R;CAT III;5.2;3.0;-1.0;None;1;0;0;1
KJFK;10.0;6;100;>6000 ;22;L;No ILS;-3.0;5.2;10000.0;None;0;1;0;0
KATL;10.0;11;230;>6000 ;27;L;No ILS;8.4;7.1;-1.0;None;0;0;0;1
KATL;10.0;11;230;>6000 ;28;X;No ILS;7.1;8.4;-1.0;None;0;0;0;1
KORD;6.0;5;290;>6000 ;27;C;CAT III;4.7;1.7;7000.0;BR;1;0;0;0
KATL;10.0;11;220;>6000 ;27;L;No ILS;7.1;8.4;17000.0;None;0;0;0;1
KATL;10.0;11;220;>6000 ;28;X;No ILS;5.5;9.5;17000.0;None;0;0;0;1
KORD;5.0;5;260;>6000 ;27;C;CAT III;4.9;0.9;-1.0;BR;1;0;0;0
KJFK;10.0;7;120;>6000 ;22;L;No ILS;-1.2;6.9;15000.0;None;0;1;0;0
KIAD;10.0;6;180;>6000 ;19;L;CAT III;5.9;1.0;-1.0;None;1;0;0;1
KIAD;10.0;6;180;>6000 ;19;C;CAT III;5.9;1.0;-1.0;None;1;0;0;1
KIAD;10.0;6;180;>6000 ;19;R;CAT III;5.9;1.0;-1.0;None;1;0;0;1
KIAD;10.0;10;190;>6000 ;19;L;CAT III;10.0;0.0;18000.0;None;1;0;0;1
KIAD;10.0;10;190;>6000 ;19;C;CAT III;10.0;0.0;18000.0;None;1;0;0;1
KIAD;10.0;10;190;>6000 ;19;R;CAT III;10.0;0.0;18000.0;None;1;0;0;1
KJFK;10.0;7;100;>6000 ;22;L;No ILS;-3.5;6.1;12000.0;None;0;1;0;0
KATL;10.0;9;240;>6000 ;27;L;No ILS;7.8;4.5;17000.0;None;0;0;0;1
KATL;10.0;9;240;>6000 ;28;X;No ILS;6.9;5.8;17000.0;None;0;0;0;1
KORD;1.0;9;270;2600 ;28;C;CAT III;8.9;1.6;-1.0;None;1;0;0;0
KIAD;10.0;5;210;>6000 ;19;L;CAT III;4.7;1.7;13000.0;None;1;0;0;1
KIAD;10.0;5;210;>6000 ;19;C;CAT III;4.7;1.7;13000.0;None;1;0;0;1
KIAD;10.0;5;210;>6000 ;19;R;CAT III;4.7;1.7;13000.0;None;1;0;0;1
KATL;10.0;8;240;>6000 ;27;L;No ILS;6.9;4.0;17000.0;None;0;0;0;1
KATL;10.0;8;240;>6000 ;28;X;No ILS;6.1;5.1;17000.0;None;0;0;0;1
KORD;1.0;8;270;>6000 ;28;C;CAT III;7.9;1.4;200.0;FG;1;0;0;0
KLAX;10.0;0;0;>6000 ;25;L;CAT III;0.0;0.0;-1.0;None;1;1;1;0
KJFK;10.0;7;110;>6000 ;22;L;No ILS;-2.4;6.6;12000.0;None;0;1;0;0
KJFK;10.0;7;100;>6000 ;22;L;CAT III;-3.5;6.1;10000.0;None;1;0;0;0
KJFK;10.0;7;100;>6000 ;22;R;CAT III;-3.5;6.1;10000.0;None;1;0;0;0
KATL;10.0;6;240;>6000 ;27;L;No ILS;5.2;3.0;17000.0;None;0;0;0;1
KATL;10.0;6;240;>6000 ;28;X;No ILS;4.6;3.9;17000.0;None;0;0;0;1
KIAD;10.0;3;300;>6000 ;19;L;CAT III;-1.0;2.8;11000.0;None;1;0;0;1
KIAD;10.0;3;300;>6000 ;19;C;CAT III;-1.0;2.8;11000.0;None;1;0;0;1
KIAD;10.0;3;300;>6000 ;19;R;CAT III;-1.0;2.8;11000.0;None;1;0;0;1
KLAX;10.0;0;0;>6000 ;25;L;CAT III;0.0;0.0;-1.0;None;1;1;1;0
KORD;2.0;7;270;>6000 ;28;C;CAT III;6.9;1.2;200.0;BR;1;0;0;0
KATL;10.0;6;230;>6000 ;26;R;No ILS;5.2;3.0;17000.0;None;0;0;0;1
KATL;10.0;6;230;>6000 ;27;L;No ILS;4.6;3.9;17000.0;None;0;0;0;1
KATL;10.0;6;230;>6000 ;28;X;No ILS;3.9;4.6;17000.0;None;0;0;0;1
KIAD;10.0;0;0;>6000 ;19;L;CAT III;0.0;0.0;12000.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;C;CAT III;0.0;0.0;12000.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;R;CAT III;0.0;0.0;12000.0;None;1;0;0;1
KJFK;10.0;6;100;>6000 ;22;L;CAT III;-3.0;5.2;10000.0;None;1;0;0;0
KJFK;10.0;6;100;>6000 ;22;R;CAT III;-3.0;5.2;10000.0;None;1;0;0;0
KLAX;10.0;0;0;>6000 ;25;L;CAT III;0.0;0.0;-1.0;None;1;1;1;0
KORD;4.0;6;250;>6000 ;27;C;CAT III;5.6;2.1;300.0;BR;1;0;0;0
KORD;4.0;6;250;>6000 ;27;R;CAT III;5.6;2.1;300.0;BR;1;0;0;0
KORD;4.0;6;250;>6000 ;28;C;CAT III;5.2;3.0;300.0;BR;1;0;0;0
KLAX;10.0;0;0;>6000 ;25;L;CAT III;0.0;0.0;25000.0;None;1;1;1;0
KORD;4.0;11;240;>6000 ;27;C;CAT III;9.5;5.5;400.0;BR;1;0;0;0
KORD;4.0;11;240;>6000 ;27;R;CAT III;9.5;5.5;400.0;BR;1;0;0;0
KORD;4.0;11;240;>6000 ;28;C;CAT III;8.4;7.1;400.0;BR;1;0;0;0
KIAD;6.0;3;340;>6000 ;19;C;CAT III;-2.6;1.5;8000.0;HZ;1;0;0;1
KATL;10.0;6;240;>6000 ;26;R;No ILS;5.6;2.1;-1.0;None;0;0;0;1
KATL;10.0;6;240;>6000 ;27;L;No ILS;5.2;3.0;-1.0;None;0;0;0;1
KATL;10.0;6;240;>6000 ;28;X;No ILS;4.6;3.9;-1.0;None;0;0;0;1
KJFK;10.0;6;110;>6000 ;22;L;CAT III;-2.1;5.6;9500.0;None;1;0;0;0
KJFK;10.0;6;110;>6000 ;22;R;CAT III;-2.1;5.6;9500.0;None;1;0;0;0
KJFK;10.0;8;180;>6000 ;22;L;CAT III;6.1;5.1;8000.0;None;1;0;0;0
KJFK;10.0;8;180;>6000 ;22;R;CAT III;6.1;5.1;8000.0;None;1;0;0;0
KLAX;10.0;3;70;>6000 ;24;R;No ILS;-3.0;0.5;25000.0;None;0;1;1;1
KIAD;10.0;4;340;>6000 ;19;L;CAT III;-3.5;2.0;8000.0;None;1;0;0;1
KIAD;10.0;4;340;>6000 ;19;C;CAT III;-3.5;2.0;8000.0;None;1;0;0;1
KIAD;10.0;4;340;>6000 ;19;R;CAT III;-3.5;2.0;8000.0;None;1;0;0;1
KATL;10.0;10;250;>6000 ;26;R;No ILS;9.8;1.7;17000.0;None;0;0;0;1
KATL;10.0;10;250;>6000 ;27;L;No ILS;9.4;3.4;17000.0;None;0;0;0;1
KATL;10.0;10;250;>6000 ;28;X;No ILS;8.7;5.0;17000.0;None;0;0;0;1
KORD;7.0;9;250;>6000 ;27;C;CAT III;8.5;3.1;10000.0;None;1;0;0;0
KORD;7.0;9;250;>6000 ;27;R;CAT III;8.5;3.1;10000.0;None;1;0;0;0
KORD;7.0;9;250;>6000 ;28;C;CAT III;7.8;4.5;10000.0;None;1;0;0;0
KIAD;10.0;0;0;>6000 ;19;L;CAT III;0.0;0.0;9000.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;C;CAT III;0.0;0.0;9000.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;R;CAT III;0.0;0.0;9000.0;None;1;0;0;1
KORD;10.0;10;260;>6000 ;28;C;CAT III;9.4;3.4;-1.0;None;1;0;0;1
KORD;10.0;10;260;>6000 ;27;L;CAT III;9.8;1.7;-1.0;None;1;0;0;1
KORD;10.0;10;260;>6000 ;27;R;CAT III;9.8;1.7;-1.0;None;1;0;0;1
KJFK;10.0;8;190;>6000 ;22;L;CAT III;6.9;4.0;19000.0;None;1;0;0;0
KJFK;10.0;8;190;>6000 ;22;R;CAT III;6.9;4.0;19000.0;None;1;0;0;0
KATL;10.0;12;270;>6000 ;26;R;No ILS;11.8;2.1;25000.0;None;0;0;0;1
KATL;10.0;12;270;>6000 ;27;L;No ILS;12.0;0.0;25000.0;None;0;0;0;1
KLAX;5.0;3;90;>6000 ;24;R;No ILS;-2.6;1.5;28000.0;BR;0;1;1;1
KLAX;6.0;4;10;>6000 ;24;R;No ILS;-2.6;3.1;28000.0;HZ;0;1;1;1
KIAD;10.0;0;0;>6000 ;19;L;CAT III;0.0;0.0;9000.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;C;CAT III;0.0;0.0;9000.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;R;CAT III;0.0;0.0;9000.0;None;1;0;0;1
KORD;10.0;11;280;>6000 ;28;C;CAT III;11.0;0.0;-1.0;None;1;0;0;1
KORD;10.0;11;280;>6000 ;27;C;CAT III;10.8;1.9;-1.0;None;1;0;0;1
KJFK;10.0;12;200;>6000 ;22;L;CAT III;11.3;4.1;8000.0;None;1;0;0;0
KJFK;10.0;12;200;>6000 ;22;R;CAT III;11.3;4.1;8000.0;None;1;0;0;0
KATL;10.0;10;260;>6000 ;26;R;No ILS;10.0;0.0;25000.0;None;0;0;0;1
KATL;10.0;10;260;>6000 ;27;L;No ILS;9.8;1.7;25000.0;None;0;0;0;1
KATL;10.0;10;260;>6000 ;28;X;No ILS;9.4;3.4;25000.0;None;0;0;0;1
KIAD;10.0;6;220;>6000 ;19;C;CAT III;5.2;3.0;7500.0;None;1;0;0;1
KLAX;9.0;3;110;>6000 ;24;R;No ILS;-1.9;2.3;28000.0;None;0;1;1;1
KJFK;10.0;7;220;>6000 ;22;L;CAT III;7.0;0.0;9500.0;None;1;0;0;0
KJFK;10.0;7;220;>6000 ;22;R;CAT III;7.0;0.0;9500.0;None;1;0;0;0
KORD;10.0;14;270;>6000 ;27;C;CAT III;14.0;0.0;-1.0;None;1;0;0;0
KORD;10.0;14;270;>6000 ;27;R;CAT III;14.0;0.0;-1.0;None;1;0;0;0
